scenario,replicate,family,mask,cardinality,reference_value,planning_value
moderate,5,operational,40,2,0.6812599965494055,0.6813013849614329
moderate,5,operational,41,3,2.443859886364319,2.44770905151043
moderate,5,operational,42,3,2.3993127100789895,2.3990417018897525
moderate,5,operational,43,4,2.8791813972590883,2.8857200890241703
moderate,5,operational,44,3,0.716880491975239,0.7231716269743602
moderate,5,operational,45,4,2.4438598862668783,2.447709051412745
moderate,5,operational,46,4,2.4626154128002122,2.464173094701855
moderate,5,operational,47,5,2.879181448839174,2.885720137916265
moderate,5,operational,48,2,2.1220048383117933,2.1220048383117933
moderate,5,operational,49,3,2.6911035826635756,2.7052472451204754
moderate,5,operational,50,3,2.5129972392322015,2.510268102090364
moderate,5,operational,51,4,2.8218549695048134,2.833396867297651
moderate,5,operational,52,3,2.1594528390661414,2.1594528390661414
moderate,5,operational,53,4,2.6691362528338898,2.6825918830581195
moderate,5,operational,54,4,2.5207821096331235,2.5191575356893723
moderate,5,operational,55,5,2.8159307010605223,2.8263398723202
moderate,5,operational,56,3,2.2078584812909816,2.2078584812909816
moderate,5,operational,57,4,2.6945567843548774,2.70871814295381
moderate,5,operational,58,4,2.5769081798651374,2.5736531686769277
moderate,5,operational,59,5,2.842204372738716,2.8550497099687338
moderate,5,operational,60,4,2.159439034933656,2.159439034933656
moderate,5,operational,61,5,2.6692853257663227,2.6827412929376377
moderate,5,operational,62,5,2.520831991458371,2.519208675874543
moderate,5,operational,63,6,2.8160753194419406,2.8264877272916187
moderate,5,retained_certificates,0,0,0.0,0.0
moderate,5,retained_certificates,1,1,2.13393965122137,2.13393965122137
moderate,5,retained_certificates,2,1,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,3,2,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,4,1,0.2221768665794066,0.23470395242384523
moderate,5,retained_certificates,5,2,2.13393965122137,2.13393965122137
moderate,5,retained_certificates,6,2,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,7,3,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,8,1,0.026972734072599813,0.029439427709942123
moderate,5,retained_certificates,9,2,2.13393965122137,2.13393965122137
moderate,5,retained_certificates,10,2,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,11,3,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,12,2,0.24914960065200642,0.26414338013378824
moderate,5,retained_certificates,13,3,2.13393965122137,2.13393965122137
moderate,5,retained_certificates,14,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,15,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,16,1,0.6185102746719293,0.618725890731679
moderate,5,retained_certificates,17,2,2.1340168773172983,2.1344658722758
moderate,5,retained_certificates,18,2,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,19,3,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,20,2,0.6303006799857185,0.6353327784923719
moderate,5,retained_certificates,21,3,2.1340168773172983,2.1344658722758
moderate,5,retained_certificates,22,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,23,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,24,2,0.6191605658958101,0.6202616752222241
moderate,5,retained_certificates,25,3,2.1340168773172983,2.1344658722758
moderate,5,retained_certificates,26,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,27,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,28,3,0.6309509712095993,0.6368685629829169
moderate,5,retained_certificates,29,4,2.1340168773172983,2.1344658722758
moderate,5,retained_certificates,30,4,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,31,5,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,32,1,0.6678370251439345,0.6678370251439345
moderate,5,retained_certificates,33,2,2.1346653244065807,2.1341149091044946
moderate,5,retained_certificates,34,2,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,35,3,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,36,2,0.6826511622196998,0.6856556890993577
moderate,5,retained_certificates,37,3,2.1346653244065807,2.1341149091044946
moderate,5,retained_certificates,38,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,39,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,40,2,0.6681013805920282,0.6681427690040547
moderate,5,retained_certificates,41,3,2.1346653244065807,2.1341149091044946
moderate,5,retained_certificates,42,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,43,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,44,3,0.6829155176677926,0.6859614329594779
moderate,5,retained_certificates,45,4,2.1346653244065807,2.1341149091044946
moderate,5,retained_certificates,46,4,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,47,5,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,48,2,0.7594868072518901,0.766283421100959
moderate,5,retained_certificates,49,3,2.1347378959058414,2.1346411301589248
moderate,5,retained_certificates,50,3,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,51,4,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,52,3,0.7635687108765135,0.7724935165039426
moderate,5,retained_certificates,53,4,2.1347378959058414,2.1346411301589248
moderate,5,retained_certificates,54,4,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,55,5,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,56,3,0.7595074048851513,0.766283421100959
moderate,5,retained_certificates,57,4,2.1347378959058414,2.1346411301589248
moderate,5,retained_certificates,58,4,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,59,5,2.753841590320184,2.7632273149723536
moderate,5,retained_certificates,60,4,0.7635893085097747,0.7724935165039426
moderate,5,retained_certificates,61,5,2.1347378959058414,2.1346411301589248
moderate,5,retained_certificates,62,5,2.3356956160039575,2.335695616003958
moderate,5,retained_certificates,63,6,2.753841590320184,2.7632273149723536
moderate,6,operational,0,0,0.0,0.0
moderate,6,operational,1,1,0.6114535055966877,0.6110470822496463
moderate,6,operational,2,1,0.4140214264213906,0.41784005973768235
moderate,6,operational,3,2,0.8178561744025976,0.8184172657360631
moderate,6,operational,4,1,0.10799758845512342,0.10799758845512342
moderate,6,operational,5,2,0.6842826815437459,0.6846477373006095
moderate,6,operational,6,2,0.355733531487751,0.36023128668969084
moderate,6,operational,7,3,0.8416308142752835,0.8414148049823695
moderate,6,operational,8,1,9.93471971355575e-12,9.93471971355575e-12
moderate,6,operational,9,2,0.6114520600957118,0.6110456729922675
moderate,6,operational,10,2,0.4140209553705092,0.4178395943271638
moderate,6,operational,11,3,0.8178560536513957,0.8184171438473711
moderate,6,operational,12,2,0.10799759757522898,0.10799759757522898
moderate,6,operational,13,3,0.6842826798067789,0.6846477350888258
moderate,6,operational,14,3,0.35574657936120824,0.3602440399174638
moderate,6,operational,15,4,0.841630968119714,0.8414149578829062
moderate,6,operational,16,1,0.3416664605377453,0.3416664605377453
moderate,6,operational,17,2,0.6747860897897646,0.6640474177470739
moderate,6,operational,18,2,0.5346012615743585,0.5353077724640607
moderate,6,operational,19,3,0.7577907302562372,0.7531643338595786
moderate,6,operational,20,2,0.4378994930253599,0.4378994930253599
moderate,6,operational,21,3,0.7320309654312109,0.7208563146838336
moderate,6,operational,22,3,0.6255608198825677,0.6258022478736298
moderate,6,operational,23,4,0.8056187757275461,0.799531035673434
moderate,6,operational,24,2,0.3668438080062395,0.3668438080062395
moderate,6,operational,25,3,0.6942903815687451,0.6839624119269261
moderate,6,operational,26,3,0.5456955622235626,0.5463576556163381
moderate,6,operational,27,4,0.7719570318022213,0.7680723955309103
moderate,6,operational,28,3,0.4656238547905782,0.4656238547905782
moderate,6,operational,29,4,0.7472722140448345,0.7361244021836035
moderate,6,operational,30,4,0.6451160827684839,0.6453236839379701
moderate,6,operational,31,5,0.8203413491155964,0.8150911248469224
moderate,6,operational,32,1,0.0028633892382941006,0.002821149697977532
moderate,6,operational,33,2,0.6205373782700456,0.6199402385097561
moderate,6,operational,34,2,0.4140208116607975,0.41783946269925254
moderate,6,operational,35,3,0.8178555439721591,0.8184166298378357
moderate,6,operational,36,2,0.10800543373047278,0.10799859548602742
moderate,6,operational,37,3,0.6842826737800762,0.6846477290345292
moderate,6,operational,38,3,0.355732032097579,0.36022981738429705
moderate,6,operational,39,4,0.8416309212815256,0.8414149113402662
moderate,6,operational,40,2,0.00286338927217189,0.0028211497318801904
moderate,6,operational,41,3,0.6205306809652473,0.6199336427937951
moderate,6,operational,42,3,0.4140205443429674,0.417839191895895
moderate,6,operational,43,4,0.8178516422187738,0.8184126924688733
moderate,6,operational,44,3,0.10800387159858316,0.10799703204301103
moderate,6,operational,45,4,0.6842826607345063,0.6846477140692246
moderate,6,operational,46,4,0.3557417305033028,0.36023929838989943
moderate,6,operational,47,5,0.8416309427537967,0.8414149326771301
moderate,6,operational,48,2,0.4386999469910884,0.4386999469910884
moderate,6,operational,49,3,0.7300517871862415,0.7210976230280779
moderate,6,operational,50,3,0.5981089760347467,0.5981530653424234
moderate,6,operational,51,4,0.8067394076369871,0.8039900480538757
moderate,6,operational,52,3,0.5420240532917808,0.5420240532917808
moderate,6,operational,53,4,0.779983741171077,0.7697534539514965
moderate,6,operational,54,4,0.6926100609198813,0.6926317931936401
moderate,6,operational,55,5,0.856419765856884,0.8535882635229646
moderate,6,operational,56,3,0.44757349165874905,0.44757349165874905
moderate,6,operational,57,4,0.7401868727128522,0.7317902457347252
moderate,6,operational,58,4,0.5995138897552592,0.5995484711976853
moderate,6,operational,59,5,0.8128896525941074,0.8102659088629847
moderate,6,operational,60,4,0.5574644645085391,0.5574644645085391
moderate,6,operational,61,5,0.7903223902986332,0.7804460752654871
moderate,6,operational,62,5,0.6989367651566147,0.6989466595000349
moderate,6,operational,63,6,0.8656732400389457,0.8633076892337863
moderate,6,retained_certificates,0,0,0.0,0.0
moderate,6,retained_certificates,1,1,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,2,1,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,3,2,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,4,1,0.0,0.0
moderate,6,retained_certificates,5,2,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,6,2,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,7,3,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,8,1,0.0,0.0
moderate,6,retained_certificates,9,2,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,10,2,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,11,3,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,12,2,0.0,0.0
moderate,6,retained_certificates,13,3,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,14,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,15,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,16,1,0.0,0.0
moderate,6,retained_certificates,17,2,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,18,2,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,19,3,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,20,2,0.0,0.0
moderate,6,retained_certificates,21,3,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,22,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,23,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,24,2,0.0,0.0
moderate,6,retained_certificates,25,3,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,26,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,27,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,28,3,0.0,0.0
moderate,6,retained_certificates,29,4,0.19387298706522182,0.1856005212095857
moderate,6,retained_certificates,30,4,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,31,5,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,32,1,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,33,2,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,34,2,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,35,3,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,36,2,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,37,3,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,38,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,39,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,40,2,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,41,3,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,42,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,43,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,44,3,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,45,4,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,46,4,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,47,5,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,48,2,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,49,3,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,50,3,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,51,4,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,52,3,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,53,4,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,54,4,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,55,5,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,56,3,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,57,4,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,58,4,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,59,5,0.541814733583518,0.5371239985018832
moderate,6,retained_certificates,60,4,0.00247439244563763,0.002483100192977261
moderate,6,retained_certificates,61,5,0.1960778808062953,0.18808362140256207
moderate,6,retained_certificates,62,5,0.3642727183642207,0.3687234319019348
moderate,6,retained_certificates,63,6,0.541814733583518,0.5371239985018832
moderate,7,operational,0,0,0.0,0.0
moderate,7,operational,1,1,1.5589127180688087,1.5602019637718039
moderate,7,operational,2,1,1.2719464597173866,1.2735725415560224
moderate,7,operational,3,2,1.753679748974399,1.7552020106771087
moderate,7,operational,4,1,-8.943956686380261e-12,-8.943956686380261e-12
moderate,7,operational,5,2,1.5589119841493875,1.560201232578983
moderate,7,operational,6,2,1.271946459329817,1.2735725411588206
moderate,7,operational,7,3,1.7536797462264881,1.7552020079458224
moderate,7,operational,8,1,0.037093560550399474,0.03450396929269406
moderate,7,operational,9,2,1.5589129639842407,1.5602022093118766
moderate,7,operational,10,2,1.271946503011912,1.2735725854132678
moderate,7,operational,11,3,1.7536797543947453,1.7552020160646622
moderate,7,operational,12,2,-0.08945351386933442,-0.09204310511727432
moderate,7,operational,13,3,1.5589117674037691,1.5602010207128831
moderate,7,operational,14,3,1.2719466072235255,1.2735726909854304
moderate,7,operational,15,4,1.75367973662497,1.7552019984023928
moderate,7,operational,16,1,1.0949348248858697,1.0949348248858697
moderate,7,operational,17,2,1.542637013927794,1.5479344350721598
moderate,7,operational,18,2,1.4418975877090725,1.443961303851987
moderate,7,operational,19,3,1.6802206084182782,1.685725480421762
moderate,7,operational,20,2,1.138515785373182,1.138515785373182
moderate,7,operational,21,3,1.553567071969204,1.5589757368735486
moderate,7,operational,22,3,1.4536543656194083,1.4554602764714635
moderate,7,operational,23,4,1.6834177591584192,1.689749326177004
moderate,7,operational,24,2,1.111714779211335,1.111714779211335
moderate,7,operational,25,3,1.548168572219514,1.553335635818934
moderate,7,operational,26,3,1.447917830053477,1.4500466016308025
moderate,7,operational,27,4,1.6828182730505197,1.6886662477878254
moderate,7,operational,28,3,1.1489906041318472,1.1489906041318472
moderate,7,operational,29,4,1.5572136200739064,1.5625370002509076
moderate,7,operational,30,4,1.4579452521071037,1.459734419663333
moderate,7,operational,31,5,1.6853033974346827,1.6917752223324536
moderate,7,operational,32,1,0.328791980947412,0.3361637956687549
moderate,7,operational,33,2,1.5589261384920157,1.5602019764265584
moderate,7,operational,34,2,1.2719464655060544,1.2735725474164052
moderate,7,operational,35,3,1.7536797708238643,1.7552020323943864
moderate,7,operational,36,2,0.2022449064487013,0.20961672117081998
moderate,7,operational,37,3,1.558925176031532,1.5602010213735804
moderate,7,operational,38,3,1.271946462490869,1.273572544362846
moderate,7,operational,39,4,1.7536797380704292,1.7552019998391066
moderate,7,operational,40,2,0.20278203568921782,0.21082762520800147
moderate,7,operational,41,3,1.5589263945461838,1.5602022322694769
moderate,7,operational,42,3,1.271946461189946,1.2735725430446339
moderate,7,operational,43,4,1.7536797710448466,1.7552020326140312
moderate,7,operational,44,3,0.20278203549119667,0.21082762500998076
moderate,7,operational,45,4,1.5589249432201906,1.5602007905805553
moderate,7,operational,46,4,1.2719464564288616,1.273572538220236
moderate,7,operational,47,5,1.7536797372292572,1.7552019990030239
moderate,7,operational,48,2,1.1964328084558868,1.1964273602528563
moderate,7,operational,49,3,1.5804100902114637,1.5864757131979559
moderate,7,operational,50,3,1.488031912542791,1.487444345373226
moderate,7,operational,51,4,1.698890688291911,1.7049541863500344
moderate,7,operational,52,3,1.205236492000771,1.205235255326636
moderate,7,operational,53,4,1.5795765400597963,1.585491270320218
moderate,7,operational,54,4,1.4844253086764825,1.4847158209469447
moderate,7,operational,55,5,1.6959544397445683,1.7022968197320898
moderate,7,operational,56,3,1.1994277679177898,1.1994227600494454
moderate,7,operational,57,4,1.5815550834346013,1.587522009956293
moderate,7,operational,58,4,1.4881968603975526,1.4881587985619382
moderate,7,operational,59,5,1.699389656962392,1.705502418827444
moderate,7,operational,60,4,1.207264744002524,1.2072637297266122
moderate,7,operational,61,5,1.5804417463862377,1.586286303385311
moderate,7,operational,62,5,1.484686321635619,1.485265817287313
moderate,7,operational,63,6,1.6963995404380432,1.7028208836386551
moderate,7,retained_certificates,0,0,0.0,0.0
moderate,7,retained_certificates,1,1,0.9948107259552588,0.9942894933174706
moderate,7,retained_certificates,2,1,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,3,2,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,4,1,0.0,0.0
moderate,7,retained_certificates,5,2,0.9948107259552588,0.9942894933174706
moderate,7,retained_certificates,6,2,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,7,3,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,8,1,0.03340229624008195,0.031366578399151024
moderate,7,retained_certificates,9,2,0.9975987535907045,0.9982167750674078
moderate,7,retained_certificates,10,2,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,11,3,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,12,2,0.03340229624008195,0.031366578399151024
moderate,7,retained_certificates,13,3,0.9975987535907045,0.9982167750674078
moderate,7,retained_certificates,14,3,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,15,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,16,1,0.022434777916022774,0.02055297238069098
moderate,7,retained_certificates,17,2,0.9948107259552588,0.9942894933174706
moderate,7,retained_certificates,18,2,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,19,3,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,20,2,0.022434777916022774,0.02055297238069098
moderate,7,retained_certificates,21,3,0.9948107259552588,0.9942894933174706
moderate,7,retained_certificates,22,3,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,23,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,24,2,0.055837074156105615,0.051919550779842005
moderate,7,retained_certificates,25,3,0.9975987535907045,0.9982167750674078
moderate,7,retained_certificates,26,3,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,27,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,28,3,0.055837074156105615,0.051919550779842005
moderate,7,retained_certificates,29,4,0.9975987535907045,0.9982167750674078
moderate,7,retained_certificates,30,4,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,31,5,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,32,1,0.3206395674241902,0.3280711213746388
moderate,7,retained_certificates,33,2,1.122840261871648,1.1335983934379783
moderate,7,retained_certificates,34,2,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,35,3,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,36,2,0.3206395674241902,0.3280711213746388
moderate,7,retained_certificates,37,3,1.122840261871648,1.1335983934379783
moderate,7,retained_certificates,38,3,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,39,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,40,2,0.32117380067057777,0.329218303368636
moderate,7,retained_certificates,41,3,1.122947887984978,1.1335983934379783
moderate,7,retained_certificates,42,3,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,43,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,44,3,0.32117380067057777,0.329218303368636
moderate,7,retained_certificates,45,4,1.122947887984978,1.1335983934379783
moderate,7,retained_certificates,46,4,1.1958806718083008,1.1958806718083008
moderate,7,retained_certificates,47,5,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,48,2,0.34307434534021386,0.34862409375533066
moderate,7,retained_certificates,49,3,1.122840261871648,1.1335983934379783
moderate,7,retained_certificates,50,3,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,51,4,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,52,3,0.34307434534021386,0.34862409375533066
moderate,7,retained_certificates,53,4,1.122840261871648,1.1335983934379783
moderate,7,retained_certificates,54,4,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,55,5,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,56,3,0.34360857858660143,0.3497712757493283
moderate,7,retained_certificates,57,4,1.122947887984978,1.1335983934379783
moderate,7,retained_certificates,58,4,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,59,5,1.6368356540280034,1.645412561145573
moderate,7,retained_certificates,60,4,0.34360857858660143,0.3497712757493283
moderate,7,retained_certificates,61,5,1.122947887984978,1.1335983934379783
moderate,7,retained_certificates,62,5,1.196074183698932,1.1958806718083008
moderate,7,retained_certificates,63,6,1.6368356540280034,1.645412561145573
moderate,8,operational,0,0,0.0,0.0
moderate,8,operational,1,1,1.1825405933105277,1.1769642191528424
moderate,8,operational,2,1,1.2112299054713818,1.2151049798462505
moderate,8,operational,3,2,1.670458748004267,1.67036803870552
moderate,8,operational,4,1,-6.531601243864316e-06,-6.531601243864316e-06
moderate,8,operational,5,2,1.182542800556007,1.1769664277595364
moderate,8,operational,6,2,1.2112298940569821,1.2151049555590467
moderate,8,operational,7,3,1.6704587490159528,1.67036803870552
moderate,8,operational,8,1,0.0012825737894246458,0.0012825737894246458
moderate,8,operational,9,2,1.1812300249303815,1.175647088275721
moderate,8,operational,10,2,1.212225137158327,1.2162996744289907
moderate,8,operational,11,3,1.670456614091611,1.67036803870552
moderate,8,operational,12,2,0.001279705221874039,0.001279705221874039
moderate,8,operational,13,3,1.1812339059373054,1.1756509753771587
moderate,8,operational,14,3,1.2122245960068065,1.216298997792594
moderate,8,operational,15,4,1.6704566192999888,1.67036803870552
moderate,8,operational,16,1,0.8692938534767776,0.8692938534767776
moderate,8,operational,17,2,1.415975424324408,1.4057302540940224
moderate,8,operational,18,2,1.3578588730577499,1.3689741934648896
moderate,8,operational,19,3,1.6718641738849072,1.6724229687206948
moderate,8,operational,20,2,0.8722120298836216,0.8722120298836216
moderate,8,operational,21,3,1.4250409756746851,1.4141468924075404
moderate,8,operational,22,3,1.3506881291237982,1.362842821059377
moderate,8,operational,23,4,1.672375225843219,1.6730294087407667
moderate,8,operational,24,2,0.8784611881602866,0.8784611881602866
moderate,8,operational,25,3,1.408956688838713,1.398531255627093
moderate,8,operational,26,3,1.3677512760640465,1.3790577906108772
moderate,8,operational,27,4,1.6716296500111105,1.672232774608168
moderate,8,operational,28,3,0.8823849070809175,0.8823849070809175
moderate,8,operational,29,4,1.4181372257975249,1.4070507199367883
moderate,8,operational,30,4,1.360866435065553,1.3731696149126318
moderate,8,operational,31,5,1.6720591501587436,1.6726253871978223
moderate,8,operational,32,1,0.15100882678424687,0.15381450411329212
moderate,8,operational,33,2,1.1853442353974453,1.1782529615025603
moderate,8,operational,34,2,1.211209323909305,1.2150811683100313
moderate,8,operational,35,3,1.6704586395042798,1.67036803870552
moderate,8,operational,36,2,0.15100522874662659,0.15381092542853692
moderate,8,operational,37,3,1.1853454454302694,1.178254197526738
moderate,8,operational,38,3,1.211229328943225,1.215104292085619
moderate,8,operational,39,4,1.6704587513599272,1.67036803870552
moderate,8,operational,40,2,0.15469792851299857,0.1575280919614288
moderate,8,operational,41,3,1.1841213911912893,1.176998923529894
moderate,8,operational,42,3,1.2122117936248418,1.2162834454444647
moderate,8,operational,43,4,1.6704565419903377,1.67036803870552
moderate,8,operational,44,3,0.15469421115377768,0.15752437857490476
moderate,8,operational,45,4,1.1841237116953778,1.1770012955090672
moderate,8,operational,46,4,1.2122241078769558,1.216298395915468
moderate,8,operational,47,5,1.6704566213146919,1.67036803870552
moderate,8,operational,48,2,0.9795214915044439,0.9795214915044439
moderate,8,operational,49,3,1.4598242097445655,1.4496166223822673
moderate,8,operational,50,3,1.3999777265086646,1.4114725536853978
moderate,8,operational,51,4,1.6742590684649796,1.674981412468207
moderate,8,operational,52,3,0.9752491745199592,0.9752491745199592
moderate,8,operational,53,4,1.4610705121649321,1.4506152202294897
moderate,8,operational,54,4,1.3910955322884608,1.403112635108652
moderate,8,operational,55,5,1.6745291846226351,1.6751715973633714
moderate,8,operational,56,3,0.9803836357205422,0.9803836357205422
moderate,8,operational,57,4,1.4510472432076167,1.4407229128334649
moderate,8,operational,58,4,1.4059937165501077,1.4176224605619705
moderate,8,operational,59,5,1.6736858168199893,1.674336911627194
moderate,8,operational,60,4,0.974881263966501,0.974881263966501
moderate,8,operational,61,5,1.4524140825086969,1.4417635709831833
moderate,8,operational,62,5,1.3963116827587578,1.4085801289720177
moderate,8,operational,63,6,1.6738744143567659,1.6744925014998513
moderate,8,retained_certificates,0,0,0.0,0.0
moderate,8,retained_certificates,1,1,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,2,1,1.183093298430323,1.183093298430323
moderate,8,retained_certificates,3,2,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,4,1,0.0,0.0
moderate,8,retained_certificates,5,2,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,6,2,1.183093298430323,1.183093298430323
moderate,8,retained_certificates,7,3,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,8,1,0.0,0.0
moderate,8,retained_certificates,9,2,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,10,2,1.183093298430323,1.183093298430323
moderate,8,retained_certificates,11,3,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,12,2,0.0,0.0
moderate,8,retained_certificates,13,3,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,14,3,1.183093298430323,1.183093298430323
moderate,8,retained_certificates,15,4,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,16,1,0.1348739107035799,0.1533588657686642
moderate,8,retained_certificates,17,2,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,18,2,1.1849301882414665,1.1866930782414542
moderate,8,retained_certificates,19,3,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,20,2,0.1348739107035799,0.1533588657686642
moderate,8,retained_certificates,21,3,0.9884627562433814,0.9849799553483751
moderate,8,retained_certificates,22,3,1.1849301882414665,1.1866930782414542
moderate,8,retained_certificates,23,4,1.6516929394843585,1.6516132350434205
moderate,8,retained_certificates,24,2,0.1348739107035799,0.1533588657686642
moderate,8,retained_certificates,25,3,0.9884627562433814,0.9849799553483751
